Institution Name,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor,NIH Funding,Institution Type
Carolinas Healthcare System,2005,8,67,27,0.026315789,415177,Healthcare
Carolinas Healthcare System,2012,7,114,24,0.026086957,2457302,Healthcare
Carolinas Healthcare System,2001,13,50,845,0.184210526,543543,Healthcare
Carolinas Healthcare System,2011,10,111,66,0.050574713,348981,Healthcare
Carolinas Healthcare System,2008,10,91,120,0.063037249,857683,Healthcare
Carolinas Healthcare System,2000,13,76,58,0.046153846,225000,Healthcare
Carolinas Healthcare System,2004,12,69,41,0.032258065,1342816,Healthcare
Case Western Reserve University,2015,65,870,164,0.03413307,255452749,Education
Case Western Reserve University,2005,189,716,1095,0.068892979,278820079,Education
Case Western Reserve University,2003,221,732,1243,0.071428571,201753838,Education
Case Western Reserve University,2014,75,873,163,0.032737346,239709632,Education
Case Western Reserve University,2013,125,847,455,0.057474162,255350704,Education
Case Western Reserve University,2009,177,806,657,0.057994147,246752090,Education
Case Western Reserve University,2011,145,820,480,0.054263566,254892884,Education
Case Western Reserve University,2012,150,898,422,0.051466804,250885751,Education
Case Western Reserve University,2007,192,762,1050,0.068199841,272134103,Education
Case Western Reserve University,2006,192,718,959,0.060695187,263862479,Education
Case Western Reserve University,2008,172,804,954,0.068409931,249140736,Education
Case Western Reserve University,2002,205,657,1180,0.057280514,167371995,Education
Case Western Reserve University,2000,220,748,1229,0.074074074,147964173,Education
Case Western Reserve University,2004,220,779,1457,0.082206311,250009613,Education
Case Western Reserve University,2001,215,749,1506,0.06496063,151779209,Education
Case Western Reserve University,2010,181,742,613,0.063669439,262934929,Education
Catholic University of America,2013,5,27,34,0.081632653,1646129,Education
Catholic University of America,2007,4,21,33,0.050724638,1035307,Education
Catholic University of America,2011,3,35,12,0.030075188,1307567,Education
Catholic University of America,2010,6,44,17,0.050847458,1180616,Education
Catholic University of America,2012,2,27,3,0.006849315,1307570,Education
Catholic University of America,2002,6,34,10,0.024390244,1599212,Education
Catholic University of America,2004,8,26,47,0.04964539,1724127,Education
Catholic University of America,2006,8,26,49,0.069444444,1335305,Education
Catholic University of America,2009,5,24,23,0.06557377,1031351,Education
Catholic University of America,2008,6,23,43,0.076923077,201622,Education
Catholic University of America,2000,6,35,49,0.038834951,939922,Education
Catholic University of America,2001,3,23,15,0.024793388,1449805,Education
Catholic University of America,2015,4,32,54,0.048387097,1692423,Education
Catholic University of America,2005,2,31,15,0.01459854,2141013,Education
Cedars-Sinai Medical Center,2006,44,146,263,0.123367199,21472492,Healthcare
Cedars-Sinai Medical Center,2008,41,170,228,0.085413929,26438316,Healthcare
Cedars-Sinai Medical Center,2012,56,331,237,0.107826087,27425416,Healthcare
Cedars-Sinai Medical Center,2007,40,145,201,0.075034106,23187091,Healthcare
Cedars-Sinai Medical Center,2013,40,323,422,0.129685157,27956249,Healthcare
Cedars-Sinai Medical Center,2014,31,302,79,0.046353102,34423826,Healthcare
Cedars-Sinai Medical Center,2002,35,114,327,0.134782609,17276305,Healthcare
Cedars-Sinai Medical Center,2003,33,125,230,0.126953125,19555238,Healthcare
Cedars-Sinai Medical Center,2000,27,84,156,0.053097345,13879902,Healthcare
Cedars-Sinai Medical Center,2011,61,309,246,0.106957425,28145289,Healthcare
Cedars-Sinai Medical Center,2004,60,126,330,0.168141593,19809007,Healthcare
Cedars-Sinai Medical Center,2010,57,251,249,0.118906064,29796573,Healthcare
Cedars-Sinai Medical Center,2001,34,112,232,0.15776699,15062947,Healthcare
Cedars-Sinai Medical Center,2009,46,201,152,0.07115629,28069245,Healthcare
Cedars-Sinai Medical Center,2005,42,151,199,0.0765625,20574450,Healthcare
Cedars-Sinai Medical Center,2015,33,369,87,0.041802743,41464366,Healthcare
Center for Infectious Disease Research,2015,3,16,3,2,23202559,Nonprofit
Central Michigan University,2002,2,13,4,0.035087719,135304,Education
Central Michigan University,2011,4,33,10,0.017094017,406580,Education
Central Michigan University,2013,4,54,14,0.051470588,817317,Education
Central Michigan University,2014,1,64,1,0.006024096,325976,Education
Central Michigan University,2009,2,27,2,0.019230769,321612,Education
Central Michigan University,2003,2,24,5,0.016393443,129040,Education
Central Michigan University,2015,4,60,6,0.004901961,1462606,Education
Central Michigan University,2010,2,26,3,0.009345794,70043,Education
Central Michigan University,2006,3,16,31,0.185185185,370005,Education
Chaminade University of Honolulu,2015,1,2,1,0.5,528804,Education
Charles R. Drew University of Medicine and Science,2005,9,28,18,0.055045872,20709621,Education
Charles R. Drew University of Medicine and Science,2007,4,14,14,0.026315789,20077415,Education
Charles R. Drew University of Medicine and Science,2012,2,7,4,0.071428571,17219168,Education
Charles R. Drew University of Medicine and Science,2013,2,18,4,0.1,16209303,Education
Charles R. Drew University of Medicine and Science,2000,6,16,31,0.078947368,8916868,Education
Charles R. Drew University of Medicine and Science,2015,1,13,2,0.031746032,13666435,Education
Charles R. Drew University of Medicine and Science,2003,7,24,56,0.138297872,24573181,Education
Charles R. Drew University of Medicine and Science,2014,1,25,2,0.025,12129310,Education
Charles R. Drew University of Medicine and Science,2010,1,1,1,0.01754386,18089242,Education
Charles R. Drew University of Medicine and Science,2002,3,25,25,0.023255814,19990406,Education
Charles R. Drew University of Medicine and Science,2006,2,18,17,0.016528926,17988283,Education
Charles R. Drew University of Medicine and Science,2004,3,22,24,0.047169811,25471707,Education
Chicago State University,2001,1,3,9,0.545454545,1669796,Education
Chicago State University,2010,1,6,21,0.576923077,702183,Education
Chicago State University,2013,1,11,1,0.04,1147739,Education
Chicago State University,2007,1,4,4,0.181818182,781300,Education
Chicago State University,2014,1,8,2,0.037037037,1264166,Education
Chicago State University,2015,1,6,1,0.033333333,1139099,Education
Children's Hospital of Los Angeles,2008,5,60,7,0.029850746,19755345,Healthcare
Children's Hospital of Los Angeles,2013,1,8,3,0.005319149,17149123,Healthcare
Children's Hospital of Los Angeles,2004,9,34,46,0.041420118,23741639,Healthcare
Children's Hospital of Los Angeles,2011,3,35,3,0.015686275,17084496,Healthcare
Children's Hospital of Los Angeles,2010,11,56,34,0.075630252,15964240,Healthcare
Children's Hospital of Los Angeles,2001,9,30,108,0.009615385,15202056,Healthcare
Children's Hospital of Los Angeles,2003,8,25,31,0.045918367,20361420,Healthcare
Children's Hospital of Los Angeles,2009,7,59,17,0.062780269,17764343,Healthcare
Children's Hospital of Los Angeles,2005,6,45,20,0.018518519,25676051,Healthcare
Children's Hospital of Los Angeles,2006,10,42,25,0.022988506,25278693,Healthcare
Children's Hospital of Los Angeles,2002,11,35,40,0.035714286,16427795,Healthcare
Children's Hospital of Los Angeles,2007,14,40,40,0.05,21957212,Healthcare
Children's Hospital of Los Angeles,2000,7,44,32,0.033492823,12861676,Healthcare
Children's Hospital of Orange County,2007,3,12,31,0.155555556,181008,Healthcare
Children's Hospital of Orange County,2012,1,9,1,0.018518519,562927,Healthcare
Children's Hospital of Orange County,2011,2,13,7,0.056603774,986337,Healthcare
Children's Hospital of Orange County,2008,3,14,23,0.14,343008,Healthcare
Children's Hospital of Orange County,2003,3,7,13,0.090909091,323420,Healthcare
Children's Hospital of Orange County,2004,2,9,39,0.228571429,161171,Healthcare
Children's Hospital of Orange County,2009,4,6,11,0.035714286,617911,Healthcare
Children's Hospital of Orange County,2005,1,10,1,0.027027027,160282,Healthcare
Children's Hospital of Orange County,2001,1,7,9,0.121212121,292000,Healthcare
Children's Hospital of Orange County,2006,3,10,10,0.075,183008,Healthcare
Children's Hospital of Philadelphia,2005,35,259,231,0.050709939,79591952,Healthcare
Children's Hospital of Philadelphia,2013,34,419,147,0.06130031,108503611,Healthcare
Children's Hospital of Philadelphia,2008,37,281,145,0.039451115,71270896,Healthcare
Children's Hospital of Philadelphia,2009,45,308,275,0.073981712,74029822,Healthcare
Children's Hospital of Philadelphia,2007,23,275,152,0.036363636,73938697,Healthcare
Children's Hospital of Philadelphia,2003,31,199,173,0.036513545,74992380,Healthcare
Children's Hospital of Philadelphia,2001,33,212,101,0.032171582,51470321,Healthcare
Children's Hospital of Philadelphia,2014,24,320,68,0.029069767,114303897,Healthcare
Children's Hospital of Philadelphia,2011,42,380,384,0.108873975,82317952,Healthcare
Children's Hospital of Philadelphia,2006,33,252,223,0.05410628,79844341,Healthcare
Children's Hospital of Philadelphia,2002,39,181,175,0.02615193,62363816,Healthcare
Children's Hospital of Philadelphia,2004,40,243,154,0.030401737,73996532,Healthcare
Children's Hospital of Philadelphia,2010,43,318,173,0.062450593,76623628,Healthcare
Children's Hospital of Philadelphia,2000,33,184,190,0.064516129,46637650,Healthcare
Children's Hospital of Philadelphia,2015,21,337,128,0.059572007,114023148,Healthcare
Children's Hospital of Philadelphia,2012,43,424,232,0.087252897,125651920,Healthcare
Christus Health,2007,2,29,7,0.070175439,520000,Healthcare
Christus Health,2003,1,14,4,0.016129032,293996,Healthcare
Christus Health,2005,1,10,1,0.01754386,340000,Healthcare
Christus Health,2004,1,14,8,0.032786885,448571,Healthcare
Cincinnati Children's Hospital Medical Center,2002,20,45,161,0.517241379,51679254,Healthcare
Cincinnati Children's Hospital Medical Center,2011,72,533,280,0.081050228,95554493,Healthcare
Cincinnati Children's Hospital Medical Center,2006,62,295,306,0.069536424,83984690,Healthcare
Cincinnati Children's Hospital Medical Center,2003,46,166,366,0.677777778,70883446,Healthcare
Cincinnati Children's Hospital Medical Center,2004,71,223,414,0.351170569,73784037,Healthcare
Cincinnati Children's Hospital Medical Center,2007,52,291,222,0.045037531,78579136,Healthcare
Cincinnati Children's Hospital Medical Center,2010,82,454,264,0.068370607,90270779,Healthcare
Cincinnati Children's Hospital Medical Center,2008,63,320,404,0.090772693,84921005,Healthcare
Cincinnati Children's Hospital Medical Center,2014,53,662,157,0.043319838,100272935,Healthcare
Cincinnati Children's Hospital Medical Center,2015,27,717,60,0.016302334,98324805,Healthcare
Cincinnati Children's Hospital Medical Center,2013,54,630,128,0.036209209,105269995,Healthcare
Cincinnati Children's Hospital Medical Center,2012,62,542,172,0.043154762,109056250,Healthcare
Cincinnati Children's Hospital Medical Center,2001,4,7,25,0.181818182,38252909,Healthcare
Cincinnati Children's Hospital Medical Center,2009,69,398,259,0.061009818,80352186,Healthcare
Cincinnati Children's Hospital Medical Center,2005,73,260,457,0.173241852,83121177,Healthcare
Cincinnati Children's Hospital Medical Center,2000,6,5,29,0.166666667,34341342,Healthcare
City Of Hope National Medical Center,2007,62,120,609,0.286206897,34292158,Healthcare
City Of Hope National Medical Center,2002,48,98,362,0.104347826,30415977,Healthcare
City Of Hope National Medical Center,2011,50,152,303,0.151041667,33130341,Healthcare
City Of Hope National Medical Center,2003,40,81,701,0.184210526,35213114,Healthcare
City Of Hope National Medical Center,2004,48,91,554,0.13464991,35297253,Healthcare
City Of Hope National Medical Center,2008,70,138,328,0.152886115,36012614,Healthcare
City Of Hope National Medical Center,2010,56,138,288,0.145833333,34584564,Healthcare
City Of Hope National Medical Center,2006,39,104,360,0.127366609,33385027,Healthcare
City Of Hope National Medical Center,2012,46,167,359,0.214195184,53579014,Healthcare
City Of Hope National Medical Center,2009,55,128,495,0.235211268,31514451,Healthcare
City Of Hope National Medical Center,2001,53,81,526,0.134615385,27566449,Healthcare
City Of Hope National Medical Center,2015,22,131,71,0.09331652,44016440,Healthcare
City Of Hope National Medical Center,2014,20,156,89,0.082603254,42054309,Healthcare
City Of Hope National Medical Center,2000,65,88,697,0.247689464,25768216,Healthcare
City Of Hope National Medical Center,2005,58,115,443,0.156537753,34572374,Healthcare
City Of Hope National Medical Center,2013,40,145,169,0.146095718,36942940,Healthcare
City University of New York,2006,60,339,209,0.051639344,38760157,Education
City University of New York,2014,36,507,72,0.020332717,36512788,Education
City University of New York,2003,39,248,151,0.043945313,33978815,Education
City University of New York,2011,39,447,99,0.030420354,38851182,Education
City University of New York,2009,47,431,130,0.038138332,39367208,Education
City University of New York,2013,42,536,84,0.025181598,34117701,Education
City University of New York,2002,36,253,220,0.041800643,33589409,Education
City University of New York,2000,40,230,210,0.033200531,22843080,Education
City University of New York,2008,40,386,159,0.029411765,34909562,Education
City University of New York,2004,49,265,272,0.052772809,34830969,Education
City University of New York,2010,46,444,116,0.023990638,44510434,Education
City University of New York,2005,38,286,169,0.034393809,37579163,Education
City University of New York,2007,35,347,107,0.023325809,36717802,Education
City University of New York,2012,40,543,150,0.048117155,37543113,Education
City University of New York,2015,22,500,35,0.017881091,36456911,Education
City University of New York,2001,29,238,125,0.024940618,28808366,Education
Claremont Colleges,2012,4,48,15,0.032,3192563,Education
Claremont Colleges,2011,4,58,61,0.114624506,4587712,Education
Claremont Colleges,2004,10,39,100,0.204724409,1294760,Education
Claremont Colleges,2003,6,30,109,0.133333333,1483028,Education
Claremont Colleges,2010,1,54,2,0.007751938,6244600,Education
Claremont Colleges,2013,4,65,29,0.051948052,4354891,Education
Claremont Colleges,2006,9,52,131,0.124223602,1117076,Education
Claremont Colleges,2002,5,21,232,0.139784946,1163319,Education
