Term,Log Likelihood,% Frequency in Patent-Cited Corpus,% Frequency in Non-Patent-Cited Corpus,Corpus,Rank,Year,Term Type
women,3873.2077076668097,0.00031249019382236957,0.0013001925037349137,Non-Patent-Cited,11,2010-2015,Title
medical,3646.651500104383,0.00019664654874847025,0.0010316581525239156,Non-Patent-Cited,12,2010-2015,Title
hospital,3425.46645544386,6.7989498237503e-05,0.0007020213012921878,Non-Patent-Cited,13,2010-2015,Title
outcomes,3334.337609640455,0.000291308850140686,0.001161135342949924,Non-Patent-Cited,14,2010-2015,Title
management,3269.813171899137,0.0006215809127328641,0.0017117287094081293,Non-Patent-Cited,15,2010-2015,Title
life,3023.8253253489866,0.00018618662594270055,0.0009025834818608896,Non-Patent-Cited,16,2010-2015,Title
nursing,2974.899709665758,7.321945964038785e-06,0.0004471726220225915,Non-Patent-Cited,17,2010-2015,Title
quality,2972.475346031644,0.0003710657615346799,0.0012344744437653191,Non-Patent-Cited,18,2010-2015,Title
education,2903.9155339505332,1.124441701620242e-05,0.00045318358381646215,Non-Patent-Cited,19,2010-2015,Title
surgical,2738.653401567418,0.00018749411629342174,0.0008548983072729069,Non-Patent-Cited,20,2010-2015,Title
social,2728.6309839231017,7.426545192096482e-05,0.0006099247795218124,Non-Patent-Cited,21,2010-2015,Title
syndrome,2712.4763177951654,0.0009364245891865319,0.0020567686502366506,Non-Patent-Cited,22,2010-2015,Title
year,2699.621492183038,0.00019220108155601812,0.0008571255832947428,Non-Patent-Cited,23,2010-2015,Title
artery,2674.944020330957,0.0002204428731315963,0.0009066891834433103,Non-Patent-Cited,24,2010-2015,Title
students,2627.210620666454,7.583444034183028e-06,0.0003996216206889362,Non-Patent-Cited,25,2010-2015,Title
experience,2626.3355716536453,0.0001464389192807757,0.0007529266339840298,Non-Patent-Cited,26,2010-2015,Title
literature,2584.3861463687313,0.00014800790770164117,0.0007489014363542056,Non-Patent-Cited,27,2010-2015,Title
practice,2533.2905034566415,0.00017441921278620964,0.0007927224212175573,Non-Patent-Cited,28,2010-2015,Title
adolescents,2479.3807372443007,5.3084108239281194e-05,0.000518203942863554,Non-Patent-Cited,29,2010-2015,Title
prevalence,2465.823194386484,0.00016631277261173813,0.0007648143843174436,Non-Patent-Cited,30,2010-2015,Title
optical,407.341435445203,0.0010305660929940846,0.0002525281791559337,Patent-Cited,1,1970-1975,Abstract
laser,387.0964739277558,0.000817821886129354,0.0001674371622664343,Patent-Cited,2,1970-1975,Abstract
hologram,303.4266043925528,0.00043101423728438926,5.215255873872544e-05,Patent-Cited,3,1970-1975,Abstract
collagen,215.66063125814847,0.0005829743850449111,0.0001515779046382839,Patent-Cited,4,1970-1975,Abstract
film,205.5160656931246,0.0005663969143801269,0.00014974799029657422,Patent-Cited,5,1970-1975,Abstract
lens,160.45318171252217,0.0002873428248562595,4.849273005530611e-05,Patent-Cited,6,1970-1975,Abstract
holographic,155.07837428674006,0.0002293216775295148,2.958361519097291e-05,Patent-Cited,7,1970-1975,Abstract
beam,136.60119593367625,0.00040614803128721295,0.00011436964635685404,Patent-Cited,8,1970-1975,Abstract
image,135.99665708255822,0.0003729930899576446,9.820540300508533e-05,Patent-Cited,9,1970-1975,Abstract
interferometer,132.66377448650857,0.00019340382442248235,2.4398857889462193e-05,Patent-Cited,10,1970-1975,Abstract
peptide,129.1592325599089,0.0007846669447997856,0.00034493885341227177,Patent-Cited,11,1970-1975,Abstract
human,123.8702983491861,0.002014162685771281,0.0012553212384128298,Patent-Cited,12,1970-1975,Abstract
purified,120.18261786301218,0.0014505286831686178,0.000831086096859806,Patent-Cited,13,1970-1975,Abstract
mirror,119.37364079105171,0.0002127442068647306,3.568332966333846e-05,Patent-Cited,14,1970-1975,Abstract
biotin,113.33444225639137,0.00017406344198023414,2.378888644222564e-05,Patent-Cited,15,1970-1975,Abstract
coli,113.15451927541648,0.0016494583311460283,0.0009985232591262403,Patent-Cited,16,1970-1975,Abstract
molecular,111.00251661971203,0.0013925075358418731,0.0008072972104175804,Patent-Cited,17,1970-1975,Abstract
gel,105.00763561172062,0.0008951834158983469,0.00045503869963846994,Patent-Cited,18,1970-1975,Abstract
reflectance,104.54441738543896,0.0001961667361999464,3.5073358216101904e-05,Patent-Cited,19,1970-1975,Abstract
mutant,104.38307719065193,0.0022269068926360114,0.0014807056881667368,Patent-Cited,20,1970-1975,Abstract
acid,104.05938938061524,0.006385089117719382,0.00505666329759104,Patent-Cited,21,1970-1975,Abstract
refractive,100.80564887081047,0.00020721838330980253,4.1173072688467455e-05,Patent-Cited,22,1970-1975,Abstract
-macroglobulin,95.8247379901227,0.00011880520643095345,1.1284471773876264e-05,Patent-Cited,23,1970-1975,Abstract
moiré,95.6163027112217,8.288735332392102e-05,3.049857236182774e-06,Patent-Cited,24,1970-1975,Abstract
wavelength,94.39443713577032,0.00031220903085343583,9.546053149252084e-05,Patent-Cited,25,1970-1975,Abstract
residue,93.86674585307964,0.0007929556801321777,0.00040166619800527137,Patent-Cited,26,1970-1975,Abstract
d-apiose,93.5557912803799,6.078405910420874e-05,3.0498572361827744e-07,Patent-Cited,27,1970-1975,Abstract
kallikrein,86.99849122484622,0.0001381455888732017,1.9824072035188034e-05,Patent-Cited,28,1970-1975,Abstract
g3p,84.37576504397285,6.354697088167278e-05,1.2199428944731097e-06,Patent-Cited,29,1970-1975,Abstract
cpk,83.95200226570773,0.00011604229465348942,1.3419371839204208e-05,Patent-Cited,30,1970-1975,Abstract
year,191.622550728232,0.0002680024424140113,0.0008692093123120907,Non-Patent-Cited,1,1970-1975,Abstract
schedule,177.52054101043274,3.039202955210437e-05,0.000367202811236406,Non-Patent-Cited,2,1970-1975,Abstract
response,175.22259089217403,0.002047317627100849,0.0032731067858713533,Non-Patent-Cited,3,1970-1975,Abstract
patient,170.68709866698362,0.002715942277247145,0.004079794024841698,Non-Patent-Cited,4,1970-1975,Abstract
case,165.2710574181982,0.0008758430334560987,0.001711579880945773,Non-Patent-Cited,5,1970-1975,Abstract
reinforcement,163.2937551543178,1.6577470664784203e-05,0.00030437575217104085,Non-Patent-Cited,6,1970-1975,Abstract
stimulus,138.45135766746643,9.946482398870521e-05,0.0004565636282565613,Non-Patent-Cited,7,1970-1975,Abstract
medical,132.31378601217565,3.039202955210437e-05,0.00029431122329163774,Non-Patent-Cited,8,1970-1975,Abstract
children,129.98590624219523,0.00014090850065066573,0.0005178657587038351,Non-Patent-Cited,9,1970-1975,Abstract
health,121.20811639217436,3.591785310703244e-05,0.00028973643743736353,Non-Patent-Cited,10,1970-1975,Abstract
noradrenaline,118.5960655496518,6.078405910420874e-05,0.0003412790247288524,Non-Patent-Cited,11,1970-1975,Abstract
increase,111.71897842857584,0.0013565896827348405,0.0021510643086797105,Non-Patent-Cited,12,1970-1975,Abstract
disease,95.79948722303936,0.0008012444154645698,0.0013837202280561247,Non-Patent-Cited,13,1970-1975,Abstract
population,94.39811084889047,0.00036194144284778845,0.0007832033382517364,Non-Patent-Cited,14,1970-1975,Abstract
time,89.7512121432672,0.0011770004171996783,0.0018366240276292667,Non-Patent-Cited,15,1970-1975,Abstract
mitochondria,88.09801266914366,0.00016853761842530607,0.00047486277167365796,Non-Patent-Cited,16,1970-1975,Abstract
rate,87.05255763365477,0.0019340382442248236,0.002739686755262986,Non-Patent-Cited,17,1970-1975,Abstract
potentials,86.27959972489357,0.00010222773576616925,0.00035927318242233084,Non-Patent-Cited,18,1970-1975,Abstract
stimuli,85.42510957807625,7.183570621406488e-05,0.0003019358663820947,Non-Patent-Cited,19,1970-1975,Abstract
stimulation,83.8291215500509,0.0006161293263744795,0.00109947353364389,Non-Patent-Cited,20,1970-1975,Abstract
rats,83.45245421603988,0.0007073054150307927,0.0012175030086841634,Non-Patent-Cited,21,1970-1975,Abstract
responding,80.45663790099337,3.039202955210437e-05,0.00020769527778404694,Non-Patent-Cited,22,1970-1975,Abstract
period,78.05624109405062,0.0006879650325885444,0.0011729750930358949,Non-Patent-Cited,23,1970-1975,Abstract
food,77.89670328482421,9.670191221124118e-05,0.0003321294530203041,Non-Patent-Cited,24,1970-1975,Abstract
social,76.18838968427558,1.9340382442248237e-05,0.0001741468481860364,Non-Patent-Cited,25,1970-1975,Abstract
efflux,75.49290752154451,5.249532377181664e-05,0.0002455135075127133,Non-Patent-Cited,26,1970-1975,Abstract
control,72.41468890121428,0.0009283383572279153,0.00145539187310642,Non-Patent-Cited,27,1970-1975,Abstract
co2,71.35667544240454,1.6577470664784203e-05,0.0001592025477287408,Non-Patent-Cited,28,1970-1975,Abstract
muscle,70.88115092529293,0.0006161293263744795,0.0010540306608247667,Non-Patent-Cited,29,1970-1975,Abstract
age,70.86515552334112,0.0003481268839604683,0.0006959774212969091,Non-Patent-Cited,30,1970-1975,Abstract
acid,3968.9297139567407,0.004980208677608453,0.0026973914380864035,Patent-Cited,1,1975-1980,Abstract
compounds,2477.6807631508036,0.0010806847592309374,0.00034808537111717224,Patent-Cited,2,1975-1980,Abstract
dna,2446.2865048006497,0.002460380200043454,0.0012288153500078633,Patent-Cited,3,1975-1980,Abstract
human,2381.498486745375,0.002556983651015964,0.0013095669439442887,Patent-Cited,4,1975-1980,Abstract
purified,2370.845295373371,0.0013294474919550202,0.0005021341393713208,Patent-Cited,5,1975-1980,Abstract
enzyme,2348.8546675290427,0.002596261977235556,0.0013441787287166275,Patent-Cited,6,1975-1980,Abstract
sequence,2333.9443711882022,0.001164549293591688,0.0004099376558344343,Patent-Cited,7,1975-1980,Abstract
protein,2061.376135364795,0.003933494362675541,0.0024176428654068514,Patent-Cited,8,1975-1980,Abstract
derivatives,1803.243835767948,0.0006277455019239302,0.00017050945692890382,Patent-Cited,9,1975-1980,Abstract
molecular,1678.158405456555,0.001256552580232174,0.0005524029765026441,Patent-Cited,10,1975-1980,Abstract
peptide,1666.3267329470896,0.0007894589711343226,0.00026883020342390637,Patent-Cited,11,1975-1980,Abstract
amino,1628.898411318517,0.0012331978997772812,0.0005449762684810373,Patent-Cited,12,1975-1980,Abstract
gel,1538.7429009908524,0.0010265443636309592,0.0004262597865237118,Patent-Cited,13,1975-1980,Abstract
residue,1464.6476936756098,0.0008425377903499876,0.00032292324095441514,Patent-Cited,14,1975-1980,Abstract
inhibitor,1386.8765248608888,0.001076084594898913,0.0004810456139816092,Patent-Cited,15,1975-1980,Abstract
plasmid,1250.7162718428538,0.0003283809615475802,6.869704919986228e-05,Patent-Cited,16,1975-1980,Abstract
chromatography,1247.7977216229638,0.0009072939497930988,0.00039328298598001026,Patent-Cited,17,1975-1980,Abstract
synthesized,1244.1110345584327,0.0005590968957383369,0.00018381102353476662,Patent-Cited,18,1975-1980,Abstract
chain,1179.8000884300386,0.00066950083970692,0.0002546141541138905,Patent-Cited,19,1975-1980,Abstract
mutant,1151.4461445209158,0.0009571880398558238,0.00044150116492626293,Patent-Cited,20,1975-1980,Abstract
analogues,1114.2390752741626,0.00026433251969401123,4.95206240097434e-05,Patent-Cited,21,1975-1980,Abstract
assay,1114.1008660651992,0.0008779236698270975,0.00039527822097088964,Patent-Cited,22,1975-1980,Abstract
ph,1094.3359199820911,0.0014734680214268578,0.0008171041519593139,Patent-Cited,23,1975-1980,Abstract
interferon,1086.5857576462674,0.00033475041985346,8.180463462605625e-05,Patent-Cited,24,1975-1980,Abstract
prepared,1055.8946454483225,0.0007314261287918623,0.0003095662511543612,Patent-Cited,25,1975-1980,Abstract
optical,1053.7674396860912,0.00032802710275280913,8.091786351899872e-05,Patent-Cited,26,1975-1980,Abstract
coli,1037.4143434299262,0.0008414762139656742,0.00038388875456461964,Patent-Cited,27,1975-1980,Abstract
virus,998.00187838999,0.0015831642478058986,0.0009239323587626495,Patent-Cited,28,1975-1980,Abstract
gene,995.8342897742064,0.0009320640654270757,0.00045225326459933534,Patent-Cited,29,1975-1980,Abstract
activity,969.5520583115922,0.004784878622894805,0.0035705007277758187,Patent-Cited,30,1975-1980,Abstract
case,6709.907044822368,0.0011012085693276612,0.0036856424137078187,Non-Patent-Cited,1,1975-1980,Abstract
patient,5705.3930467021,0.005031518202850262,0.00907430102692251,Non-Patent-Cited,2,1975-1980,Abstract
year,2551.492033627391,0.0005704203771710122,0.0016561004656241102,Non-Patent-Cited,3,1975-1980,Abstract
children,2215.78176053903,0.000270701977999891,0.0010515165517905503,Non-Patent-Cited,4,1975-1980,Abstract
diagnosis,2024.6427735370103,0.00023673153370186548,0.0009411966837531755,Non-Patent-Cited,5,1975-1980,Abstract
author,1855.5038345352252,0.00012314286058034258,0.0006784076084960986,Non-Patent-Cited,6,1975-1980,Abstract
age,1464.6334304928846,0.0005421116735893243,0.0012848759109321559,Non-Patent-Cited,7,1975-1980,Abstract
disease,1337.5040659964484,0.0013216625984700562,0.0023144171662259367,Non-Patent-Cited,8,1975-1980,Abstract
health,1327.5501109182037,6.334072426402679e-05,0.0004313864319863881,Non-Patent-Cited,9,1975-1980,Abstract
medical,1089.8521310253677,9.377258061434134e-05,0.0004421939548536516,Non-Patent-Cited,10,1975-1980,Abstract
hospital,1056.7716604989175,8.775698110323264e-05,0.00042246329772162175,Non-Patent-Cited,11,1975-1980,Abstract
surgical,978.9397760043014,0.00017799097376986297,0.0005674226621284308,Non-Patent-Cited,12,1975-1980,Abstract
care,957.9820156975026,7.749507605487076e-05,0.00037884524389323,Non-Patent-Cited,13,1975-1980,Abstract
syndrome,900.2267975004463,0.0002303620753959857,0.0006312424702394767,Non-Patent-Cited,14,1975-1980,Abstract
renal,897.6404174437637,0.00042038424818806607,0.0009169490362945715,Non-Patent-Cited,15,1975-1980,Abstract
social,894.2539987027707,1.9816092507181563e-05,0.00023427384184575864,Non-Patent-Cited,16,1975-1980,Abstract
changes,837.608804957853,0.001221520559549835,0.001952947093711615,Non-Patent-Cited,17,1975-1980,Abstract
surgery,824.8264509459837,0.00018436043207574276,0.0005353049210946912,Non-Patent-Cited,18,1975-1980,Abstract
clinical,767.616802542037,0.0010046051183551512,0.0016449326919946046,Non-Patent-Cited,19,1975-1980,Abstract
pulmonary,747.98123563135,0.00025194746187702277,0.000618605981963907,Non-Patent-Cited,20,1975-1980,Abstract
findings,732.002031285394,0.0005410500972050109,0.001024220628651436,Non-Patent-Cited,21,1975-1980,Abstract
period,730.5522179013192,0.0007002865548520056,0.0012358263840730366,Non-Patent-Cited,22,1975-1980,Abstract
child,688.6509500360071,2.866256237645905e-05,0.00021409979916020005,Non-Patent-Cited,23,1975-1980,Abstract
female,673.0377236113754,0.0001620673280051635,0.0004556617910420877,Non-Patent-Cited,24,1975-1980,Abstract
lesions,657.6380811685337,0.0003906601094272937,0.0007890323041015242,Non-Patent-Cited,25,1975-1980,Abstract
literature,646.6769375855387,0.0001107578027633541,0.0003631881915342456,Non-Patent-Cited,26,1975-1980,Abstract
study,617.4310892652261,0.0013538637487942261,0.0019967037055254847,Non-Patent-Cited,27,1975-1980,Abstract
symptoms,613.7238090679057,0.00023354680454892559,0.0005479414093702609,Non-Patent-Cited,28,1975-1980,Abstract
therapy,609.5338398254671,0.0005495427082795173,0.0009853412579263828,Non-Patent-Cited,29,1975-1980,Abstract
treatment,602.3420747697537,0.001812818605612342,0.002534142419596533,Non-Patent-Cited,30,1975-1980,Abstract
sequence,19181.52256554806,0.002572441912769137,0.0005770239047744937,Patent-Cited,1,1980-1985,Abstract
gene,18083.661657571884,0.00277111932077201,0.0007049430329744778,Patent-Cited,2,1980-1985,Abstract
human,10358.049145828318,0.0033293613796950092,0.0013980665517324604,Patent-Cited,3,1980-1985,Abstract
dna,10181.502568188484,0.0028948542072970737,0.001138754130189541,Patent-Cited,4,1980-1985,Abstract
protein,9056.973817122362,0.004828371261424549,0.0025241004582240005,Patent-Cited,5,1980-1985,Abstract
cell,7197.434778257724,0.012197612905293542,0.008640285474171797,Patent-Cited,6,1980-1985,Abstract
antibodies,7117.219454079508,0.0017590763764748728,0.0006375920219492239,Patent-Cited,7,1980-1985,Abstract
monoclonal,6758.171113643943,0.0008886269621187877,0.00019539881200831028,Patent-Cited,8,1980-1985,Abstract
antibody,5983.7518747917675,0.0016023348900649017,0.0006092288641948661,Patent-Cited,9,1980-1985,Abstract
acid,5885.970617611692,0.003997944342581081,0.0022690342385224657,Patent-Cited,10,1980-1985,Abstract
plasmid,5436.565095714916,0.0006371708847347345,0.00012383836279397802,Patent-Cited,11,1980-1985,Abstract
amino,5223.8307048531915,0.0012773713607632528,0.00045995005400488616,Patent-Cited,12,1980-1985,Abstract
cloned,4840.380751530981,0.0005065795547553182,8.599018274457907e-05,Patent-Cited,13,1980-1985,Abstract
purified,4822.226883325948,0.0012678042303618305,0.0004768980977181187,Patent-Cited,14,1980-1985,Abstract
cdna,4581.4674831711945,0.00036355095525405275,4.10282359738992e-05,Patent-Cited,15,1980-1985,Abstract
virus,4268.699733195179,0.0015332920990013032,0.0006799805130584585,Patent-Cited,16,1980-1985,Abstract
peptide,4043.785962985894,0.0010353229616072651,0.00038337136625073555,Patent-Cited,17,1980-1985,Abstract
residue,3578.0436133679314,0.0008081036145734822,0.00027660971995306237,Patent-Cited,18,1980-1985,Abstract
coli,3417.7043668109827,0.0008393562405514622,0.00030304278596133616,Patent-Cited,19,1980-1985,Abstract
mrna,3392.7160886320926,0.0005898135892476935,0.00016694374512318664,Patent-Cited,20,1980-1985,Abstract
fragment,3338.03203553809,0.0005123198329961717,0.0001305109656875826,Patent-Cited,21,1980-1985,Abstract
antigen,3265.681995526297,0.0011821784132690996,0.0005261981554609492,Patent-Cited,22,1980-1985,Abstract
molecular,2955.7901000486063,0.0011086709613515038,0.0005016951811987594,Patent-Cited,23,1980-1985,Abstract
mutant,2760.2826896014312,0.0008608822839546626,0.00035592729980403687,Patent-Cited,24,1980-1985,Abstract
binding,2712.959378707488,0.002178595044577247,0.001299925981900629,Patent-Cited,25,1980-1985,Abstract
promoter,2656.0611218418344,0.0002760117120810374,4.6432492862934315e-05,Patent-Cited,26,1980-1985,Abstract
expression,2553.045119133657,0.0006995166845173375,0.00026949595323178145,Patent-Cited,27,1980-1985,Abstract
region,2513.528591141485,0.0010839558744811626,0.000521492407965735,Patent-Cited,28,1980-1985,Abstract
coding,2504.638841166018,0.0003039158424185195,6.139529935162335e-05,Patent-Cited,29,1980-1985,Abstract
compounds,2410.192659237222,0.0007626597451667256,0.00031769310140542114,Patent-Cited,30,1980-1985,Abstract
patient,15039.734938651352,0.004927072156732557,0.009447174114991816,Non-Patent-Cited,1,1980-1985,Abstract
case,11384.990283085168,0.0009774418226786595,0.0030846726285913974,Non-Patent-Cited,2,1980-1985,Abstract
year,5978.5093895297305,0.0005118414764761006,0.001617398501392212,Non-Patent-Cited,3,1980-1985,Abstract
children,4281.4562532894715,0.00026118265995883264,0.0009739426769001234,Non-Patent-Cited,4,1980-1985,Abstract
age,4106.244206855881,0.0004931855721933268,0.0013430681278821439,Non-Patent-Cited,5,1980-1985,Abstract
diagnosis,3799.324217320955,0.000211593034044793,0.0008273292315023545,Non-Patent-Cited,6,1980-1985,Abstract
health,3542.3516581903077,5.9156756315462095e-05,0.00048618091992547494,Non-Patent-Cited,7,1980-1985,Abstract
group,2784.5580042773436,0.002470073617473917,0.0037377605299877526,Non-Patent-Cited,8,1980-1985,Abstract
author,2741.053629344488,0.00010236829529522011,0.0005000959623234326,Non-Patent-Cited,9,1980-1985,Abstract
care,2446.6305110415888,6.872388671688453e-05,0.0003992716458732368,Non-Patent-Cited,10,1980-1985,Abstract
hospital,2319.504092212586,7.701539973145065e-05,0.00040355461136692793,Non-Patent-Cited,11,1980-1985,Abstract
disease,2265.7800346486583,0.0012915626041920295,0.002145526748599245,Non-Patent-Cited,12,1980-1985,Abstract
medical,2130.616583272851,9.439568662736809e-05,0.0004180394903756343,Non-Patent-Cited,13,1980-1985,Abstract
surgery,1900.0566110762989,0.00019373439062880443,0.0005657926089949003,Non-Patent-Cited,14,1980-1985,Abstract
surgical,1864.0669831580012,0.00015881436466361253,0.000502981909029482,Non-Patent-Cited,15,1980-1985,Abstract
social,1856.0946316170553,2.104768688312937e-05,0.00022940519039169448,Non-Patent-Cited,16,1980-1985,Abstract
changes,1768.4949622352342,0.001081882996227521,0.0017685338760236632,Non-Patent-Cited,17,1980-1985,Abstract
clinical,1741.7834025768716,0.0009182850663631973,0.0015536687101191347,Non-Patent-Cited,18,1980-1985,Abstract
period,1676.3682906884796,0.0006202689543588882,0.0011492133892707008,Non-Patent-Cited,19,1980-1985,Abstract
rats,1590.5080247252226,0.0012612666912541917,0.0019510837915509003,Non-Patent-Cited,20,1980-1985,Abstract
lesions,1576.7371412013235,0.0003307038075425024,0.0007295562981935867,Non-Patent-Cited,21,1980-1985,Abstract
left,1536.2387432076548,0.00032225284235457924,0.0007108803628219552,Non-Patent-Cited,22,1980-1985,Abstract
months,1528.6493865132388,0.00045714938101463565,0.0009003234631566349,Non-Patent-Cited,23,1980-1985,Abstract
renal,1527.1134933070925,0.0004088353724874523,0.0008328437793483088,Non-Patent-Cited,24,1980-1985,Abstract
study,1502.1571258266422,0.0014832241165671925,0.0021997898994034343,Non-Patent-Cited,25,1980-1985,Abstract
findings,1451.3433726972726,0.0005244381981713068,0.0009780418241322826,Non-Patent-Cited,26,1980-1985,Abstract
child,1335.6475472286572,2.4715086870341307e-05,0.0001891122274639225,Non-Patent-Cited,27,1980-1985,Abstract
treatment,1298.1231034644488,0.0018746792021587272,0.0026074252761763683,Non-Patent-Cited,28,1980-1985,Abstract
male,1284.125147999801,0.00027361992948068183,0.0006003872058151863,Non-Patent-Cited,29,1980-1985,Abstract
pulmonary,1282.4937999351496,0.0002557612860646933,0.0005741195762422912,Non-Patent-Cited,30,1980-1985,Abstract
sequence,52787.73648644364,0.0033730779646736677,0.0007166698861156175,Patent-Cited,1,1985-1990,Abstract
gene,51306.37062306748,0.0041391839436704485,0.0011010802151273703,Patent-Cited,2,1985-1990,Abstract
protein,36622.050924420924,0.0061366713808563775,0.0026423057766663326,Patent-Cited,3,1985-1990,Abstract
human,26386.41103869905,0.003808488550537117,0.0015164942676444998,Patent-Cited,4,1985-1990,Abstract
cell,23037.713684179005,0.012946393644871062,0.008451268550501493,Patent-Cited,5,1985-1990,Abstract
amino,21448.144413370053,0.001671079950651461,0.00043108915280192894,Patent-Cited,6,1985-1990,Abstract
dna,17574.15223484755,0.0026465410886769175,0.0010784277836182394,Patent-Cited,7,1985-1990,Abstract
cdna,17435.79541229669,0.0007984533445671471,0.00011086071306604675,Patent-Cited,8,1985-1990,Abstract
acid,14791.087066570319,0.0037628261065808083,0.0019413229383204876,Patent-Cited,9,1985-1990,Abstract
peptide,14576.61086047184,0.0015020461589384047,0.0004842315659625902,Patent-Cited,10,1985-1990,Abstract
expression,13640.085960710923,0.0016132308247825955,0.0005706835672284502,Patent-Cited,11,1985-1990,Abstract
residue,12168.680610190246,0.0010190172418981134,0.00027984594052656676,Patent-Cited,12,1985-1990,Abstract
antibodies,11954.472309438705,0.001853278367887341,0.0007668971129428251,Patent-Cited,13,1985-1990,Abstract
virus,11190.318058706565,0.0014365991634820812,0.0005346977424892614,Patent-Cited,14,1985-1990,Abstract
antibody,10550.345632935434,0.0015969819155658533,0.0006525357867796396,Patent-Cited,15,1985-1990,Abstract
purified,9939.908434751685,0.0011625492733126712,0.0004083172464430665,Patent-Cited,16,1985-1990,Abstract
binding,9739.499782798091,0.0025514548791863508,0.0013308184036764609,Patent-Cited,17,1985-1990,Abstract
monoclonal,9390.269206460365,0.0010688923660217254,0.00036885470357668514,Patent-Cited,18,1985-1990,Abstract
promoter,9082.69946117796,0.0005317756446905185,0.00010246163112990807,Patent-Cited,19,1985-1990,Abstract
receptor,8475.608915057037,0.0025309180633707458,0.0013827660683398053,Patent-Cited,20,1985-1990,Abstract
recombinant,8097.0027174160405,0.0005278638702494509,0.00011456443340772953,Patent-Cited,21,1985-1990,Abstract
mrna,7843.131737048603,0.0008869196280805224,0.0003047325517256804,Patent-Cited,22,1985-1990,Abstract
coli,7351.499365281023,0.0008129720458580327,0.0002751983688720035,Patent-Cited,23,1985-1990,Abstract
region,7336.03652324872,0.0013101435320314145,0.0005818664131633375,Patent-Cited,24,1985-1990,Abstract
cloned,7295.362970462103,0.0004798694069148136,0.00010512592027892503,Patent-Cited,25,1985-1990,Abstract
mutant,7238.1214138056475,0.0008693166430957181,0.0003105390294226411,Patent-Cited,26,1985-1990,Abstract
rna,7224.391304227176,0.0008784942677459152,0.00031627382220976284,Patent-Cited,27,1985-1990,Abstract
clones,6617.769412537877,0.0005623928023350285,0.00015635673584387907,Patent-Cited,28,1985-1990,Abstract
encoding,6492.778707837438,0.00034333343363524205,5.836346409393667e-05,Patent-Cited,29,1985-1990,Abstract
mab,6423.892733658599,0.00039358468991664914,7.986893704564312e-05,Patent-Cited,30,1985-1990,Abstract
patient,35316.946128635536,0.00496494448289351,0.009882828147471726,Non-Patent-Cited,1,1985-1990,Abstract
case,25040.41184858833,0.0009144525020311137,0.0030715908592373127,Non-Patent-Cited,2,1985-1990,Abstract
year,13918.03354696002,0.0005585562543255198,0.001794058238541191,Non-Patent-Cited,3,1985-1990,Abstract
age,9940.197958997156,0.0004599344025516806,0.001384223661506532,Non-Patent-Cited,4,1985-1990,Abstract
children,9770.657498323222,0.00023764029729485752,0.0009825731116784946,Non-Patent-Cited,5,1985-1990,Abstract
health,9684.786533245355,6.288929678331778e-05,0.0006041245776683537,Non-Patent-Cited,6,1985-1990,Abstract
diagnosis,8370.519355958251,0.00021808142508951945,0.0008690481094634308,Non-Patent-Cited,7,1985-1990,Abstract
group,7685.694687412986,0.0024957873198326965,0.004004665540671963,Non-Patent-Cited,8,1985-1990,Abstract
care,7199.094008848699,7.650528089549544e-05,0.0005211492945296863,Non-Patent-Cited,9,1985-1990,Abstract
hospital,5781.820382833155,7.199169500195588e-05,0.00044226005125184314,Non-Patent-Cited,10,1985-1990,Abstract
medical,5238.453206529051,9.087352932326302e-05,0.00045504386017313533,Non-Patent-Cited,11,1985-1990,Abstract
author,5173.447168660625,0.00010313543766737881,0.0004763223309103515,Non-Patent-Cited,12,1985-1990,Abstract
surgery,4840.072581235971,0.00019604008064273462,0.0006269681689370552,Non-Patent-Cited,13,1985-1990,Abstract
surgical,4335.297346174505,0.00015022718382330815,0.0005176128389776279,Non-Patent-Cited,14,1985-1990,Abstract
social,4313.613779274402,1.7377305690127284e-05,0.00024004886808093667,Non-Patent-Cited,15,1985-1990,Abstract
disease,4118.465916468791,0.0013544519002196612,0.002167381301497842,Non-Patent-Cited,16,1985-1990,Abstract
rats,4098.90406996419,0.0011391538530978245,0.0018925294096900603,Non-Patent-Cited,17,1985-1990,Abstract
clinical,3800.928330999508,0.0009337856949417747,0.0015972592660631307,Non-Patent-Cited,18,1985-1990,Abstract
left,3733.596258103047,0.0002854090813348178,0.0006984977614714255,Non-Patent-Cited,19,1985-1990,Abstract
women,3636.5695728494993,0.000313919898895676,0.0007345074811805606,Non-Patent-Cited,20,1985-1990,Abstract
risk,3585.7990088802726,0.00029797189540516956,0.0007069326858624837,Non-Patent-Cited,21,1985-1990,Abstract
renal,3567.9652869220117,0.00037432672343754703,0.0008181398759927524,Non-Patent-Cited,22,1985-1990,Abstract
study,3547.974542289252,0.0017041795805374177,0.0025291869889403564,Non-Patent-Cited,23,1985-1990,Abstract
period,3546.0382059179483,0.0005648752745764752,0.0010836846770064343,Non-Patent-Cited,24,1985-1990,Abstract
male,3523.5280619288333,0.00023651190082147263,0.0006086526744731852,Non-Patent-Cited,25,1985-1990,Abstract
changes,3436.4969104900247,0.0010143532031414559,0.0016622296893472304,Non-Patent-Cited,26,1985-1990,Abstract
months,3339.7238934492707,0.0004892727108596876,0.0009619398051298295,Non-Patent-Cited,27,1985-1990,Abstract
